ReportingDate,user_id,Instrument,Amount,BuySell,Price,QuotedValue
2025-06-04 00:00:00.000,141999,"COM7                ",3300.000000,Buy,21.157979,-62040.00
2025-06-04 00:00:00.000,141999,"CPF                 ",2500.000000,Buy,25.833044,-62500.00
2025-06-04 00:00:00.000,141999,"HANA                ",3600.000000,Buy,18.149767,-64080.00
2025-06-04 00:00:00.000,141999,"PRM                 ",11100.000000,Buy,5.665539,-63825.00
2025-06-04 00:00:00.000,141999,"STECON              ",9300.000000,Buy,7.470482,-68820.00
2025-06-04 00:00:00.000,141999,"TVO                 ",2700.000000,Buy,22.569307,-58590.00
2025-06-04 00:00:00.000,141999,"WHA                 ",21600.000000,Buy,3.137679,-67824.00
2025-06-04 00:00:00.000,144999,"BTG                 ",2000.000000,Buy,24.273010,-45600.00
2025-06-04 00:00:00.000,144999,"COM7                ",2400.000000,Buy,21.157992,-45120.00
2025-06-04 00:00:00.000,144999,"CPF                 ",1800.000000,Buy,25.734361,-45000.00
2025-06-04 00:00:00.000,144999,"HANA                ",2600.000000,Buy,17.949204,-46280.00
2025-06-04 00:00:00.000,144999,"PRM                 ",8100.000000,Buy,5.615399,-46575.00
2025-06-04 00:00:00.000,144999,"STECON              ",6700.000000,Buy,7.504161,-49580.00
2025-06-04 00:00:00.000,144999,"TVO                 ",2000.000000,Buy,22.502700,-43400.00
2025-06-04 00:00:00.000,144999,"WHA                 ",15700.000000,Buy,3.130113,-49298.00
2025-06-04 00:00:00.000,146999,"BTG                 ",2000.000000,Buy,24.206380,-45600.00
2025-06-04 00:00:00.000,146999,"COM7                ",2300.000000,Buy,21.158000,-43240.00
2025-06-04 00:00:00.000,146999,"CPF                 ",1800.000000,Buy,25.734367,-45000.00
2025-06-04 00:00:00.000,146999,"HANA                ",2600.000000,Buy,18.250035,-46280.00
2025-06-04 00:00:00.000,146999,"PRM                 ",7900.000000,Buy,5.653004,-45425.00
2025-06-04 00:00:00.000,146999,"STECON              ",6600.000000,Buy,7.420350,-48840.00
2025-06-04 00:00:00.000,146999,"TVO                 ",1900.000000,Buy,22.324589,-41230.00
2025-06-04 00:00:00.000,146999,"WHA                 ",15400.000000,Buy,3.128580,-48356.00
2025-06-04 00:00:00.000,147999,"BTG                 ",2800.000000,Buy,24.257221,-63840.00
2025-06-04 00:00:00.000,147999,"COM7                ",3300.000000,Buy,21.157976,-62040.00
2025-06-04 00:00:00.000,147999,"CPF                 ",2500.000000,Buy,25.722984,-62500.00
2025-06-04 00:00:00.000,147999,"HANA                ",3700.000000,Buy,18.250030,-65860.00
2025-06-04 00:00:00.000,147999,"PRM                 ",11300.000000,Buy,5.649223,-64975.00
2025-06-04 00:00:00.000,147999,"STECON              ",9400.000000,Buy,7.381413,-69560.00
2025-06-04 00:00:00.000,147999,"TVO                 ",2800.000000,Buy,22.458021,-60760.00
2025-06-04 00:00:00.000,147999,"WHA                 ",21900.000000,Buy,3.141492,-68766.00
2025-06-04 00:00:00.000,148999,"BTG                 ",2000.000000,Buy,24.273015,-45600.00
2025-06-04 00:00:00.000,148999,"COM7                ",2400.000000,Buy,21.258238,-45120.00
2025-06-04 00:00:00.000,148999,"CPF                 ",1800.000000,Buy,25.734372,-45000.00
2025-06-04 00:00:00.000,148999,"HANA                ",2600.000000,Buy,18.250038,-46280.00
2025-06-04 00:00:00.000,148999,"PRM                 ",8100.000000,Buy,5.626540,-46575.00
2025-06-04 00:00:00.000,148999,"STECON              ",6700.000000,Buy,7.400896,-49580.00
2025-06-04 00:00:00.000,148999,"TVO                 ",2000.000000,Buy,22.512730,-43400.00
2025-06-04 00:00:00.000,148999,"WHA                 ",15700.000000,Buy,3.134455,-49298.00
2025-06-04 00:00:00.000,149999,"BTG                 ",2000.000000,Buy,24.229785,-45600.00
2025-06-04 00:00:00.000,149999,"COM7                ",2300.000000,Buy,21.157974,-43240.00
2025-06-04 00:00:00.000,149999,"CPF                 ",1800.000000,Buy,25.734367,-45000.00
2025-06-04 00:00:00.000,149999,"HANA                ",2600.000000,Buy,18.250038,-46280.00
2025-06-04 00:00:00.000,149999,"PRM                 ",7900.000000,Buy,5.672375,-45425.00
2025-06-04 00:00:00.000,149999,"STECON              ",6600.000000,Buy,7.368694,-48840.00
2025-06-04 00:00:00.000,149999,"TVO                 ",1900.000000,Buy,22.497695,-41230.00
2025-06-04 00:00:00.000,149999,"WHA                 ",15400.000000,Buy,3.133008,-48356.00
2025-06-04 00:00:00.000,150999,"BTG                 ",2000.000000,Buy,24.237385,-45600.00
2025-06-04 00:00:00.000,150999,"COM7                ",2400.000000,Buy,21.057733,-45120.00
2025-06-04 00:00:00.000,150999,"CPF                 ",1800.000000,Buy,25.708439,-45000.00
2025-06-04 00:00:00.000,150999,"HANA                ",2600.000000,Buy,18.149762,-46280.00
2025-06-04 00:00:00.000,150999,"PRM                 ",8100.000000,Buy,5.665537,-46575.00
2025-06-04 00:00:00.000,150999,"STECON              ",6800.000000,Buy,7.494082,-50320.00
2025-06-04 00:00:00.000,150999,"TVO                 ",2000.000000,Buy,22.471635,-43400.00
2025-06-04 00:00:00.000,150999,"WHA                 ",15800.000000,Buy,3.143684,-49612.00
2025-06-04 00:00:00.000,151999,"BTG                 ",4000.000000,Buy,24.281318,-91200.00
2025-06-04 00:00:00.000,151999,"COM7                ",4700.000000,Buy,21.258298,-88360.00
2025-06-04 00:00:00.000,151999,"CPF                 ",3600.000000,Buy,25.721403,-90000.00
2025-06-04 00:00:00.000,151999,"HANA                ",5200.000000,Buy,17.949208,-92560.00
2025-06-04 00:00:00.000,151999,"PRM                 ",16000.000000,Buy,5.654270,-92000.00
2025-06-04 00:00:00.000,151999,"STECON              ",13300.000000,Buy,7.536836,-98420.00
2025-06-04 00:00:00.000,151999,"TVO                 ",3900.000000,Buy,22.410731,-84630.00
2025-06-04 00:00:00.000,151999,"WHA                 ",30900.000000,Buy,3.143053,-97026.00
2025-06-04 00:00:00.000,154999,"BTG                 ",18600.000000,Buy,24.160960,-424080.00
2025-06-04 00:00:00.000,154999,"COM7                ",22200.000000,Buy,21.158025,-417360.00
2025-06-04 00:00:00.000,154999,"CPF                 ",17000.000000,Buy,25.727036,-425000.00
2025-06-04 00:00:00.000,154999,"HANA                ",24500.000000,Buy,18.135040,-436100.00
2025-06-04 00:00:00.000,154999,"PRM                 ",74200.000000,Buy,5.654186,-426650.00
2025-06-04 00:00:00.000,154999,"STECON              ",61900.000000,Buy,7.399048,-458060.00
2025-06-04 00:00:00.000,154999,"TVO                 ",18500.000000,Buy,22.461086,-401450.00
2025-06-04 00:00:00.000,154999,"WHA                 ",143700.000000,Buy,3.135140,-451218.00
